0,1,2
0.0,8.9539585,0.0
0.0,8.84204,0.0
0.0,8.93945,0.0
0.0,8.291444,0.0
0.0,8.29265,0.0
0.0,8.568751,0.0
0.0,6.187878,0.0
0.0,8.7548685,0.0
0.0,7.608072,0.0
0.0,8.438817,0.0
0.0,8.6659775,0.0
0.0,8.695449,0.0
0.0,8.087222,0.0
0.0,8.758007,0.0
0.0,8.46577,0.0
0.0,8.981882,0.0
0.0,7.919847,0.0
0.0,8.418954,0.0
0.0,6.8028927,0.0
0.0,8.863199,0.0
0.0,8.207387,0.0
0.0,8.845693,0.0
0.0,8.71913,0.0
0.0,9.726304,0.0
0.0,8.150037,0.0
0.0,8.2875395,0.0
0.0,8.726659,0.0
0.0,8.907429,0.0
0.0,8.316339,0.0
0.0,8.575128,0.0
0.0,8.839787,0.0
0.0,8.872752,0.0
0.0,8.827701,0.0
0.0,7.5722404,0.0
0.0,9.016263,0.0
0.0,8.600426,0.0
0.0,8.598091,0.0
0.0,8.825255,0.0
0.0,9.080814,0.0
0.0,7.886891,0.0
0.0,8.422028,0.0
0.0,9.207746,0.0
0.0,8.823449,0.0
0.0,9.151134,0.0
0.0,9.289684,0.0
0.0,9.164832,0.0
0.0,9.059061,0.0
0.0,8.532053,0.0
0.0,8.771173,0.0
0.0,7.3637567,0.0
0.0,8.940663,0.0
0.0,7.9625554,0.0
0.0,8.939549,0.0
0.0,8.349891,0.0
0.0,7.82669,0.0
0.0,8.6559,0.0
0.0,0.8441193,0.0
0.0,8.363101,0.0
0.0,8.047969,0.0
0.0,8.313167,0.0
0.0,8.0336,0.0
0.0,7.4776206,0.0
0.0,8.591982,0.0
0.0,8.815293,0.0
0.0,7.7989526,0.0
0.0,8.180275,0.0
0.0,8.52035,0.0
0.0,8.416367,0.0
0.0,8.877948,0.0
0.0,8.195081,0.0
0.0,6.5680633,0.0
0.0,8.388105,0.0
0.0,8.695624,0.0
0.0,8.169353,0.0
0.0,8.700082,0.0
0.0,8.57249,0.0
0.0,8.171907,0.0
0.0,8.788262,0.0
0.0,8.597193,0.0
0.0,9.127392,0.0
0.0,9.016405,0.0
0.0,8.468825,0.0
0.0,9.014897,0.0
0.0,9.691864,0.0
0.0,9.319631,0.0
0.0,8.41576,0.0
0.0,8.443913,0.0
0.0,8.4503975,0.0
0.0,8.6613655,0.0
0.0,8.5200815,0.0
0.0,8.620991,0.0
0.0,8.751119,0.0
0.0,8.605225,0.0
0.0,6.616389,0.0
0.0,8.819784,0.0
0.0,7.8331285,0.0
0.0,8.078172,0.0
0.0,8.350407,0.0
0.0,8.992426,0.0
0.0,9.087591,0.0
