0,1,2
0.0,16.044088,0.0
0.0,15.624636,0.0
0.0,15.911834,0.0
0.0,14.997927,0.0
0.0,15.348692,0.0
0.0,14.828571,0.0
0.0,13.374705,0.0
0.0,16.057915,0.0
0.0,14.685983,0.0
0.0,15.152775,0.0
0.0,14.609857,0.0
0.0,15.62212,0.0
0.0,15.13708,0.0
0.0,15.467414,0.0
0.0,15.573964,0.0
0.0,15.311782,0.0
0.0,15.392938,0.0
0.0,14.714688,0.0
0.0,15.204719,0.0
0.0,14.723184,0.0
0.0,14.937515,0.0
0.0,15.089995,0.0
0.0,15.58046,0.0
0.0,14.682185,0.0
0.0,14.771001,0.0
0.0,15.171336,0.0
0.0,13.928355,0.0
0.0,14.657756,0.0
0.0,14.336562,0.0
0.0,15.402964,0.0
0.0,15.002204,0.0
0.0,14.832351,0.0
0.0,15.673013,0.0
0.0,14.611261,0.0
0.0,15.251208,0.0
0.0,15.39096,0.0
0.0,15.509147,0.0
0.0,14.996555,0.0
0.0,15.2853,0.0
0.0,15.70312,0.0
0.0,15.444104,0.0
0.0,15.732654,0.0
0.0,14.892692,0.0
0.0,15.200292,0.0
0.0,15.425517,0.0
0.0,15.611913,0.0
0.0,14.745971,0.0
0.0,16.358976,0.0
0.0,15.832983,0.0
0.0,14.895358,0.0
0.0,15.938642,0.0
0.0,15.248928,0.0
0.0,15.341719,0.0
0.0,13.45492,0.0
0.0,15.006712,0.0
0.0,15.719708,0.0
0.0,15.0821495,0.0
0.0,15.573247,0.0
0.0,16.080626,0.0
0.0,15.07652,0.0
0.0,15.532853,0.0
0.0,15.693257,0.0
0.0,16.0248,0.0
0.0,15.148487,0.0
0.0,15.361791,0.0
0.0,15.051688,0.0
0.0,15.944815,0.0
0.0,15.177571,0.0
0.0,15.159123,0.0
0.0,15.605311,0.0
0.0,14.288674,0.0
0.0,13.680701,0.0
0.0,14.85364,0.0
0.0,16.179913,0.0
0.0,16.163433,0.0
0.0,16.492867,0.0
0.0,14.765241,0.0
0.0,15.823865,0.0
0.0,14.981679,0.0
0.0,15.975819,0.0
0.0,16.652582,0.0
0.0,15.34875,0.0
0.0,16.099953,0.0
0.0,16.502935,0.0
0.0,15.54333,0.0
0.0,15.598187,0.0
0.0,15.967668,0.0
0.0,13.88881,0.0
0.0,15.332646,0.0
0.0,15.513077,0.0
0.0,15.437032,0.0
0.0,15.248526,0.0
0.0,14.541923,0.0
0.0,15.221124,0.0
0.0,15.667796,0.0
0.0,15.936814,0.0
0.0,16.08685,0.0
0.0,15.945269,0.0
0.0,12.646451,0.0
0.0,15.804847,0.0
