pre_loss,pre_acc,post_loss,post_acc,maintained_correct_pred
0.04958862438797951,0.9846000075340271,1.7449390888214111,0.5033000111579895,0.5111720495632744
0.051160965114831924,0.984499990940094,1.7543113231658936,0.5067999958992004,0.51467750126968
0.05641378089785576,0.9837999939918518,1.1581661701202393,0.6025999784469604,0.6125228705021346
0.04904572293162346,0.9842000007629395,1.8321478366851807,0.5006999969482422,0.5084332452753505
0.04634911194443703,0.986299991607666,1.3560632467269897,0.6104000210762024,0.6185744702423198
0.05650031566619873,0.9811999797821045,1.3647632598876953,0.5534999966621399,0.5639013452914798
0.049403879791498184,0.9840999841690063,1.9514940977096558,0.45719999074935913,0.46438370084341024
0.052063342183828354,0.9850000143051147,1.5626368522644043,0.565500020980835,0.5737055837563452
0.05900399014353752,0.9822999835014343,1.6627777814865112,0.5494999885559082,0.5592996029726153
0.06366753578186035,0.9817000031471252,1.5348553657531738,0.529699981212616,0.5395742080065193
0.05239737033843994,0.9843000173568726,2.0316238403320312,0.4641999900341034,0.4711978055470893
0.04823560640215874,0.9853000044822693,1.385603904724121,0.5774000287055969,0.5858114279914747
0.04183993861079216,0.9866999983787537,1.852159023284912,0.4828999936580658,0.4890037498733151
0.05088723450899124,0.9832000136375427,1.858388900756836,0.4546000063419342,0.46145240032546786
0.05331820249557495,0.9850999712944031,1.6965702772140503,0.5019000172615051,0.5094914221906406
0.05676901713013649,0.984000027179718,1.1922048330307007,0.6144000291824341,0.6240853658536586
0.05068459361791611,0.9854999780654907,1.452970266342163,0.5335000157356262,0.5411466260781329
0.045710764825344086,0.9850999712944031,2.226088762283325,0.4514999985694885,0.457618515886712
0.05530507117509842,0.983299970626831,1.4637038707733154,0.5419999957084656,0.5507983321468525
0.06357580423355103,0.9796000123023987,1.373264193534851,0.5794000029563904,0.5908534095549204
0.05689253658056259,0.983299970626831,1.4513455629348755,0.5640000104904175,0.573477067019221
0.05557519569993019,0.982699990272522,1.9350788593292236,0.47200000286102295,0.4799023099623486
0.04619118198752403,0.9847999811172485,1.7270402908325195,0.5307000279426575,0.5378757108042242
0.06267458200454712,0.9818000197410583,1.34627366065979,0.5741000175476074,0.584436748828682
0.05024605989456177,0.984499990940094,2.142326593399048,0.42969998717308044,0.43585576434738443
0.04851404204964638,0.9837999939918518,1.3692461252212524,0.5411999821662903,0.5497052246391543
0.05450991168618202,0.9828000068664551,1.2398359775543213,0.5683000087738037,0.5782458282458283
0.049157481640577316,0.9871000051498413,1.3503484725952148,0.5996999740600586,0.607435923412015
0.053080372512340546,0.9847000241279602,1.4384201765060425,0.5745000243186951,0.5834264242916625
0.05230816826224327,0.9850000143051147,1.2711527347564697,0.5444999933242798,0.5524873096446701
0.053955692797899246,0.9818999767303467,1.9328242540359497,0.43619999289512634,0.44413891434973013
0.054145097732543945,0.9828000068664551,1.2854015827178955,0.5911999940872192,0.6013431013431013
0.055714841932058334,0.9840999841690063,1.916323184967041,0.4677000045776367,0.47515496392643025
0.04616494104266167,0.9855999946594238,1.636488676071167,0.5156000256538391,0.5229301948051948
0.0718541219830513,0.979200005531311,1.386906623840332,0.5756000280380249,0.5878267973856209
0.053913604468107224,0.984000027179718,1.194606065750122,0.6215999722480774,0.6316056910569106
0.04845733940601349,0.9860000014305115,1.4994527101516724,0.5691999793052673,0.5769776876267748
0.0519380196928978,0.9855999946594238,1.6074470281600952,0.5573999881744385,0.5654423701298701
0.0505148246884346,0.9848999977111816,1.1245331764221191,0.6675999760627747,0.6771245811757539
0.05838765949010849,0.9822999835014343,1.6715959310531616,0.5131999850273132,0.5219383080525298
0.05110836401581764,0.9837999939918518,1.7547154426574707,0.4717999994754791,0.4789591380361862
0.05806073546409607,0.9818999767303467,1.905168890953064,0.474700003862381,0.48294123637844993
0.05893665924668312,0.9829999804496765,1.6447854042053223,0.4871000051498413,0.49542217700915564
0.0499846525490284,0.9847999811172485,2.1011500358581543,0.46129998564720154,0.4681153533712429
0.04578627645969391,0.9860000014305115,2.0954530239105225,0.44600000977516174,0.45212981744421904
0.05877606198191643,0.9828000068664551,2.3249905109405518,0.4683000147342682,0.47588522588522586
0.04884834587574005,0.9854999780654907,1.2347798347473145,0.6000000238418579,0.608625063419584
0.06108671799302101,0.9829000234603882,1.5529841184616089,0.5681999921798706,0.5778817784108251
0.05056540668010712,0.9847000241279602,1.331407070159912,0.5647000074386597,0.5731694932466741
0.04741349071264267,0.9853000044822693,2.2473573684692383,0.46050000190734863,0.46665990053790724
0.04990818351507187,0.9860000014305115,1.439743995666504,0.5753999948501587,0.583367139959432
0.06161583214998245,0.9812999963760376,1.501130223274231,0.5078999996185303,0.5164577601141344
0.05994394049048424,0.9824000000953674,1.6929984092712402,0.48840001225471497,0.4968444625407166
0.05778045207262039,0.9833999872207642,1.649882435798645,0.512499988079071,0.5209477323571283
0.0546281673014164,0.9843000173568726,1.4704333543777466,0.5164999961853027,0.5245352026821091
0.05571877583861351,0.9842000007629395,1.5437231063842773,0.5777000188827515,0.5865677707782971
0.05174552649259567,0.9832000136375427,1.1113028526306152,0.632099986076355,0.6425956061838893
0.05063049867749214,0.9843999743461609,1.4874173402786255,0.5447999835014343,0.5528240552620886
0.05049696937203407,0.9847000241279602,1.8099076747894287,0.4715999960899353,0.47801360820554484
0.06619392335414886,0.9800999760627747,1.8893382549285889,0.4099000096321106,0.4177124783185389
0.05365345627069473,0.9830999970436096,2.0248870849609375,0.453000009059906,0.4607873054623131
0.04525301232933998,0.9868999719619751,1.4835373163223267,0.5685999989509583,0.5760462052892897
0.05313445255160332,0.9843999743461609,1.4679592847824097,0.5620999932289124,0.5709061357171882
0.051398035138845444,0.9846000075340271,2.1015098094940186,0.4876999855041504,0.49522648791387364
