pre_loss,pre_acc,post_loss,post_acc,maintained_correct_pred,model_type,attack
0.08311113715171814,0.9923999905586243,0.09435258060693741,0.9902999997138977,0.9978839177750907,trop,1
0.08311113715171814,0.9923999905586243,0.1275637149810791,0.9810000061988831,0.9885126964933495,trop,3
0.08311113715171814,0.9923999905586243,0.18371248245239258,0.9675999879837036,0.9750100765820234,trop,5
0.08311113715171814,0.9923999905586243,0.26314806938171387,0.9521999955177307,0.9594921402660218,trop,7
0.08311113715171814,0.9923999905586243,0.36744722723960876,0.9319999814033508,0.9391374445787989,trop,9
0.08311113715171814,0.9923999905586243,0.45842108130455017,0.9157999753952026,0.9228133817009271,trop,11
0.08311113715171814,0.9923999905586243,0.5106596946716309,0.9047999978065491,0.9117291414752116,trop,13
0.08311113715171814,0.9923999905586243,0.5533286333084106,0.895799994468689,0.9026602176541717,trop,15
0.08311113715171814,0.9923999905586243,0.5858420133590698,0.8873000144958496,0.8940951229343007,trop,17
0.08311113715171814,0.9923999905586243,0.6107184290885925,0.8812000155448914,0.8879484079000403,trop,19
0.08311113715171814,0.9923999905586243,0.6301637887954712,0.8777999877929688,0.8845223700120919,trop,21
0.08311113715171814,0.9923999905586243,0.6443143486976624,0.8745999932289124,0.8812978637646111,trop,23
0.08311113715171814,0.9923999905586243,0.6572181582450867,0.8723000288009644,0.8789802498992342,trop,25
0.08311113715171814,0.9923999905586243,0.6658639311790466,0.8709999918937683,0.8776702942361951,trop,27
0.08311113715171814,0.9923999905586243,0.6735074520111084,0.8690999746322632,0.8757557436517533,trop,29
0.08311113715171814,0.9923999905586243,0.680778980255127,0.8671000003814697,0.8737404272470778,trop,31
0.08311113715171814,0.9923999905586243,0.6866300106048584,0.8651000261306763,0.8717251108424022,trop,33
0.08311113715171814,0.9923999905586243,0.6913906335830688,0.8641999959945679,0.8708182184602983,trop,35
0.08311113715171814,0.9923999905586243,0.695632815361023,0.863099992275238,0.8697097944377267,trop,37
0.08311113715171814,0.9923999905586243,0.6996464133262634,0.8623999953269958,0.8690044336960903,trop,39
0.08311113715171814,0.9923999905586243,0.7014581561088562,0.8618000149726868,0.8683998387746876,trop,41
