relu_pre_loss,relu_pre_acc,relu_post_loss,relu_post_acc,trop_pre_loss1,trop_pre_acc1,trop_post_loss1,trop_post_acc1,trop_pre_loss2,trop_pre_acc2,trop_post_loss2,trop_post_acc2,trop_pre_loss3,trop_pre_acc3,trop_post_loss3,trop_post_acc3,trop_pre_loss4,trop_pre_acc4,trop_post_loss4,trop_post_acc4
0.6935814023017883,0.5059999823570251,0.6935814023017883,0.5059999823570251,0.2952073812484741,0.8715000152587891,0.7639384865760803,0.7009999752044678,0.33246490359306335,0.8510000109672546,0.9971327781677246,0.559499979019165,0.3766825795173645,0.8420000076293945,0.820213794708252,0.659500002861023,0.34039366245269775,0.8610000014305115,0.8704496622085571,0.656000018119812
0.6932597160339355,0.5044999718666077,0.6932597160339355,0.5044999718666077,0.39034736156463623,0.8169999718666077,0.8716694712638855,0.6065000295639038,0.3282927870750427,0.8675000071525574,0.8818212747573853,0.656499981880188,0.44962969422340393,0.8174999952316284,0.9358413815498352,0.6460000276565552,0.32749098539352417,0.8709999918937683,0.7584338188171387,0.6825000047683716
0.693142294883728,0.5084999799728394,0.693142294883728,0.5084999799728394,0.36121371388435364,0.847000002861023,0.9325926899909973,0.6274999976158142,0.31721484661102295,0.8669999837875366,0.787805438041687,0.6934999823570251,0.5559072494506836,0.7940000295639038,0.9851990342140198,0.6600000262260437,0.35816627740859985,0.8560000061988831,0.8534564971923828,0.6309999823570251
0.6937872171401978,0.5034999847412109,0.693984866142273,0.5034999847412109,0.33350908756256104,0.8640000224113464,0.8563234210014343,0.6625000238418579,0.31227627396583557,0.8765000104904175,0.7555255889892578,0.7055000066757202,0.4602050483226776,0.8144999742507935,0.7984157204627991,0.6945000290870667,0.38415613770484924,0.8554999828338623,0.856905996799469,0.6804999709129333
0.6962400674819946,0.5040000081062317,0.6962400674819946,0.5040000081062317,0.3602186441421509,0.8420000076293945,0.9127774834632874,0.6259999871253967,0.3484349250793457,0.862500011920929,0.986885130405426,0.6365000009536743,0.4759421944618225,0.800000011920929,0.829402506351471,0.6470000147819519,0.373597115278244,0.8544999957084656,0.8705025315284729,0.6869999766349792
0.6933119893074036,0.4894999861717224,0.6933119893074036,0.4894999861717224,0.3684326112270355,0.8610000014305115,0.8354000449180603,0.6995000243186951,0.46534574031829834,0.8180000185966492,1.0362639427185059,0.6324999928474426,0.4822273552417755,0.8084999918937683,0.8325133323669434,0.6660000085830688,0.410627543926239,0.8224999904632568,0.8875982761383057,0.6554999947547913
0.6940022110939026,0.5024999976158142,0.6940022110939026,0.5024999976158142,0.3895903527736664,0.840499997138977,1.0446579456329346,0.6240000128746033,0.42381295561790466,0.8144999742507935,1.0525401830673218,0.5659999847412109,0.7445175051689148,0.718500018119812,1.2378754615783691,0.6060000061988831,0.36984509229660034,0.843999981880188,0.8776187300682068,0.6384999752044678
0.7067601084709167,0.4925000071525574,0.7071887850761414,0.492000013589859,0.3929691016674042,0.8339999914169312,1.024573802947998,0.625,0.3435061275959015,0.8569999933242798,0.8226593732833862,0.6685000061988831,0.41406020522117615,0.8335000276565552,0.844244122505188,0.6840000152587891,0.3731917142868042,0.8575000166893005,0.8411863446235657,0.6644999980926514
0.6930400729179382,0.5090000033378601,0.6930400729179382,0.5090000033378601,0.7097129225730896,0.7419999837875366,1.4071340560913086,0.5745000243186951,0.8009930849075317,0.7509999871253967,1.5087535381317139,0.6154999732971191,0.4324668049812317,0.8199999928474426,0.8053039908409119,0.656000018119812,0.38331711292266846,0.8289999961853027,0.833198606967926,0.6265000104904175
0.6934835314750671,0.5005000233650208,0.6934835314750671,0.5005000233650208,0.3996448218822479,0.8429999947547913,0.985315203666687,0.6399999856948853,0.5523069500923157,0.777999997138977,1.2258285284042358,0.5960000157356262,0.42870110273361206,0.8159999847412109,0.8162255883216858,0.6650000214576721,0.4471207857131958,0.8370000123977661,0.9821024537086487,0.6650000214576721
0.6971288323402405,0.5034999847412109,0.6971288323402405,0.5034999847412109,0.29900383949279785,0.8744999766349792,0.7909228801727295,0.6399999856948853,0.31362566351890564,0.8654999732971191,0.836321234703064,0.6654999852180481,0.3613225519657135,0.8395000100135803,0.7268643379211426,0.6629999876022339,0.31071558594703674,0.8659999966621399,0.7410140037536621,0.6945000290870667
0.6955465078353882,0.49300000071525574,0.6955465078353882,0.49300000071525574,0.3226165771484375,0.8684999942779541,0.8496679663658142,0.6585000157356262,0.3391355574131012,0.8640000224113464,0.7735372185707092,0.6735000014305115,0.3607650101184845,0.8424999713897705,0.7334516644477844,0.6884999871253967,0.4927823543548584,0.7879999876022339,0.9446405172348022,0.6499999761581421
0.6932778358459473,0.5174999833106995,0.6932778358459473,0.5174999833106995,0.41578030586242676,0.8410000205039978,1.005260944366455,0.640999972820282,0.3156431317329407,0.8690000176429749,0.7381872534751892,0.6775000095367432,0.510882556438446,0.7630000114440918,1.00425124168396,0.5649999976158142,0.41803380846977234,0.8109999895095825,0.9209185242652893,0.5839999914169312
0.6952112913131714,0.492000013589859,0.6952112913131714,0.492000013589859,0.31855106353759766,0.8665000200271606,0.7477133274078369,0.6545000076293945,0.3344646990299225,0.8550000190734863,0.9125401973724365,0.6424999833106995,0.3270626962184906,0.8644999861717224,0.7066253423690796,0.6940000057220459,0.3553726077079773,0.8535000085830688,0.7682351469993591,0.6585000157356262
0.6938148140907288,0.5059999823570251,0.6941260099411011,0.5059999823570251,0.3226649761199951,0.8619999885559082,0.7882739305496216,0.6759999990463257,0.4020741879940033,0.8424999713897705,0.9897843599319458,0.6154999732971191,0.37227246165275574,0.8379999995231628,0.7123108506202698,0.6510000228881836,0.3185842037200928,0.8669999837875366,0.7655501961708069,0.6514999866485596
0.6930088996887207,0.5090000033378601,0.6930088996887207,0.5090000033378601,0.4569151997566223,0.8314999938011169,1.0416103601455688,0.6575000286102295,0.35357409715652466,0.8640000224113464,0.8044930696487427,0.6915000081062317,0.4617474675178528,0.8215000033378601,0.9015094041824341,0.6504999995231628,0.4179932773113251,0.8080000281333923,0.9361127614974976,0.5899999737739563
0.697927713394165,0.49000000953674316,0.697927713394165,0.49000000953674316,0.28164616227149963,0.8840000033378601,0.77874356508255,0.6485000252723694,0.29997196793556213,0.8765000104904175,0.6845644116401672,0.7024999856948853,0.34647321701049805,0.8629999756813049,0.7417353987693787,0.6990000009536743,0.2702787518501282,0.8970000147819519,0.6595755815505981,0.7120000123977661
0.6932120323181152,0.5015000104904175,0.6932120323181152,0.5015000104904175,0.3297049403190613,0.8659999966621399,0.8637837767601013,0.6380000114440918,0.3159984052181244,0.8765000104904175,0.7527983784675598,0.6759999990463257,0.4527096450328827,0.8209999799728394,0.8429388403892517,0.6945000290870667,0.3746424913406372,0.8525000214576721,0.795640230178833,0.6685000061988831
0.6942406296730042,0.5005000233650208,0.6942406296730042,0.5005000233650208,0.43093714118003845,0.8215000033378601,0.9711186289787292,0.6334999799728394,0.36131179332733154,0.8529999852180481,0.8212862014770508,0.6869999766349792,0.39657217264175415,0.8270000219345093,0.7072798013687134,0.6834999918937683,0.29857662320137024,0.8769999742507935,0.6765168905258179,0.7170000076293945
0.6930476427078247,0.512499988079071,0.6930476427078247,0.512499988079071,0.42397457361221313,0.8414999842643738,0.9938254356384277,0.6694999933242798,0.5640811324119568,0.7774999737739563,1.0576810836791992,0.6169999837875366,0.5566322803497314,0.7590000033378601,0.8793925642967224,0.6445000171661377,0.32131820917129517,0.871999979019165,0.7065755128860474,0.6855000257492065
0.6979809999465942,0.512499988079071,0.7123388051986694,0.512499988079071,0.3558623790740967,0.8504999876022339,0.9863430261611938,0.5724999904632568,0.33748653531074524,0.8604999780654907,0.8520229458808899,0.6414999961853027,0.41149547696113586,0.8190000057220459,0.8426445722579956,0.6589999794960022,0.37606704235076904,0.8295000195503235,0.8931441903114319,0.5705000162124634
0.6945236325263977,0.4855000078678131,0.6945236325263977,0.4855000078678131,0.2863086462020874,0.8824999928474426,0.7001382112503052,0.6970000267028809,0.3643663823604584,0.8510000109672546,0.852264404296875,0.6535000205039978,0.371988445520401,0.8514999747276306,0.7218722701072693,0.6859999895095825,0.4163180887699127,0.8130000233650208,0.8893827795982361,0.6000000238418579
