trop_pre_loss1,trop_pre_acc1,trop_post_loss1,trop_post_acc1,trop_pre_loss2,trop_pre_acc2,trop_post_loss2,trop_post_acc2,trop_pre_loss3,trop_pre_acc3,trop_post_loss3,trop_post_acc3,trop_pre_loss4,trop_pre_acc4,trop_post_loss4,trop_post_acc4
0.3782607316970825,0.8525000214576721,0.862975537776947,0.6940000057220459,0.2971133589744568,0.8809999823570251,0.7819895148277283,0.6524999737739563,0.5015463829040527,0.7590000033378601,0.8830479383468628,0.6079999804496765,0.4330795109272003,0.8084999918937683,0.8526472449302673,0.6265000104904175
0.3206666111946106,0.8665000200271606,0.8964492678642273,0.6604999899864197,0.2969582676887512,0.8709999918937683,0.7851881980895996,0.6234999895095825,0.3485112190246582,0.859000027179718,0.6504355669021606,0.6930000185966492,0.315236896276474,0.8730000257492065,0.6468377113342285,0.6865000128746033
0.32549378275871277,0.8619999885559082,0.7712603807449341,0.6589999794960022,0.4407252073287964,0.8475000262260437,0.9210857152938843,0.6955000162124634,0.464079350233078,0.7795000076293945,0.808361291885376,0.6230000257492065,0.3374128043651581,0.8554999828338623,0.6851136088371277,0.6809999942779541
0.44798824191093445,0.8445000052452087,0.9248208999633789,0.6830000281333923,0.46109122037887573,0.8119999766349792,0.9969821572303772,0.6079999804496765,0.39322248101234436,0.8420000076293945,0.7853491902351379,0.7009999752044678,0.3939526379108429,0.828499972820282,0.7796790599822998,0.6355000138282776
0.3514363169670105,0.8579999804496765,0.8127211928367615,0.703499972820282,0.38234615325927734,0.8295000195503235,0.8469627499580383,0.6420000195503235,0.48326361179351807,0.7944999933242798,0.8740330934524536,0.6460000276565552,0.3338116407394409,0.8535000085830688,0.7287871241569519,0.6690000295639038
0.6369010806083679,0.7509999871253967,1.2987265586853027,0.5720000267028809,0.4026469886302948,0.8414999842643738,0.8535330891609192,0.652999997138977,0.4595384895801544,0.8289999961853027,0.8594754934310913,0.6669999957084656,0.3646906316280365,0.8485000133514404,0.791093111038208,0.6679999828338623
0.5179725289344788,0.7900000214576721,1.0673975944519043,0.6414999961853027,0.526559054851532,0.7944999933242798,1.0337928533554077,0.6545000076293945,0.5127437710762024,0.7975000143051147,0.9631446003913879,0.6395000219345093,0.3180549144744873,0.8610000014305115,0.6555933356285095,0.703000009059906
0.853493869304657,0.6639999747276306,1.4543626308441162,0.5590000152587891,0.32075488567352295,0.8679999709129333,0.7752755880355835,0.6970000267028809,0.31764674186706543,0.8634999990463257,0.6762794852256775,0.6894999742507935,0.29984137415885925,0.8805000185966492,0.7405223250389099,0.6735000014305115
0.3564969003200531,0.8500000238418579,0.8332488536834717,0.6520000100135803,0.31363096833229065,0.8694999814033508,0.7517247200012207,0.6629999876022339,0.4245850741863251,0.8115000128746033,0.7378210425376892,0.6485000252723694,0.33025622367858887,0.8634999990463257,0.7666704058647156,0.6970000267028809
0.49970749020576477,0.8044999837875366,0.977654218673706,0.6284999847412109,0.42374667525291443,0.8289999961853027,0.9777423143386841,0.6345000267028809,0.39705905318260193,0.8289999961853027,0.768586277961731,0.6589999794960022,0.37298083305358887,0.8554999828338623,0.8368781208992004,0.6744999885559082
0.35305482149124146,0.8569999933242798,0.8169962763786316,0.6610000133514404,0.4089130759239197,0.8259999752044678,0.8478284478187561,0.6485000252723694,0.43615472316741943,0.8105000257492065,0.7975931763648987,0.6685000061988831,0.40070003271102905,0.8424999713897705,0.8319174647331238,0.6800000071525574
0.30389904975891113,0.8790000081062317,0.8539958596229553,0.6140000224113464,0.36290547251701355,0.8550000190734863,0.8540260791778564,0.6685000061988831,0.4918522834777832,0.8100000023841858,0.8510333895683289,0.6815000176429749,0.36623528599739075,0.8399999737739563,0.7639092803001404,0.6545000076293945
0.39997705817222595,0.8399999737739563,1.0024986267089844,0.6154999732971191,0.34957432746887207,0.8730000257492065,0.8424972295761108,0.6765000224113464,0.44570043683052063,0.8109999895095825,0.8048179745674133,0.6610000133514404,0.35404083132743835,0.8644999861717224,0.7499295473098755,0.7049999833106995
0.425725519657135,0.8059999942779541,0.9389559030532837,0.5814999938011169,0.4267364740371704,0.8305000066757202,0.855029284954071,0.675000011920929,0.46521180868148804,0.7985000014305115,0.8410102128982544,0.6460000276565552,0.30939456820487976,0.8669999837875366,0.7137308120727539,0.6959999799728394
0.3196890652179718,0.8669999837875366,0.7949312329292297,0.6809999942779541,0.4229784309864044,0.8245000243186951,0.932271420955658,0.6585000157356262,0.35653719305992126,0.8500000238418579,0.6756628155708313,0.6815000176429749,0.38099920749664307,0.843500018119812,0.8403139710426331,0.640500009059906
