pre_loss,pre_acc,post_loss,post_acc,maintained_correct_pred,model_type,attack
0.3498932421207428,0.9028119444847107,1.8416165113449097,0.552051305770874,0.6114798740532721,trop,1
0.3498932421207428,0.9028119444847107,4.7545952796936035,0.27001383900642395,0.2990383797123649,trop,3
0.3498932421207428,0.9028119444847107,5.635108947753906,0.2121235430240631,0.2349161773466088,trop,5
0.3498932421207428,0.9028119444847107,6.066921234130859,0.18365857005119324,0.2033869457918475,trop,7
0.3498932421207428,0.9028119444847107,6.336883544921875,0.16545021533966064,0.18321844949366012,trop,9
0.3498932421207428,0.9028119444847107,6.5217156410217285,0.1541564166545868,0.17075142541060334,trop,11
0.3498932421207428,0.9028119444847107,6.651543617248535,0.14743392169475555,0.16330525061696877,trop,13
0.3498932421207428,0.9028119444847107,6.751510143280029,0.1413644701242447,0.15653986894732363,trop,15
0.3498932421207428,0.9028119444847107,6.831567287445068,0.13656269013881683,0.1512637222364054,trop,17
0.3498932421207428,0.9028119444847107,6.900754451751709,0.13364320993423462,0.14802995489745555,trop,19
0.3498932421207428,0.9028119444847107,6.9594645500183105,0.13122311234474182,0.1453493319717471,trop,21
0.3498932421207428,0.9028119444847107,7.006237030029297,0.12911032140254974,0.14300910560803337,trop,23
0.3498932421207428,0.9028119444847107,7.050728797912598,0.12707437574863434,0.14075397838481832,trop,25
0.3498932421207428,0.9028119444847107,7.078144073486328,0.12503841519355774,0.13849885116160326,trop,27
0.3498932421207428,0.9028119444847107,7.115557670593262,0.122964046895504,0.1362011743681389,trop,29
0.3498932421207428,0.9028119444847107,7.142212390899658,0.12208051979541779,0.13522253425240405,trop,31
0.3498932421207428,0.9028119444847107,7.17222261428833,0.1207360178232193,0.13373329929367714,trop,33
0.3498932421207428,0.9028119444847107,7.201259613037109,0.11935310065746307,0.13220151476470088,trop,35
0.3498932421207428,0.9028119444847107,7.2198662757873535,0.11893054842948914,0.13173346949195813,trop,37
0.3498932421207428,0.9028119444847107,7.244694232940674,0.11785494536161423,0.1305420815249766,trop,39
0.3498932421207428,0.9028119444847107,7.259472846984863,0.11735556274652481,0.12998893711173518,trop,41
0.41472533345222473,0.9038491249084473,3.3552403450012207,0.42071297764778137,0.46546814569254963,relu,1
0.41472533345222473,0.9038491249084473,14.593304634094238,0.062154270708560944,0.06876620340855966,relu,3
0.41472533345222473,0.9038491249084473,19.453012466430664,0.040296558290719986,0.04458328020740363,relu,5
0.41472533345222473,0.9038491249084473,21.74553680419922,0.030692992731928825,0.03395809426664967,relu,7
0.41472533345222473,0.9038491249084473,22.992530822753906,0.026467423886060715,0.029283012452717923,relu,9
0.41472533345222473,0.9038491249084473,23.76375961303711,0.02462354116141796,0.02724297675209316,relu,11
0.41472533345222473,0.9038491249084473,24.282817840576172,0.02362477034330368,0.02613795741425475,relu,13
0.41472533345222473,0.9038491249084473,24.6588191986084,0.02277965657413006,0.025202941051468402,relu,15
0.41472533345222473,0.9038491249084473,24.94864273071289,0.022241856902837753,0.02460793063878618,relu,17
0.41472533345222473,0.9038491249084473,25.17812156677246,0.02166564203798771,0.02397041948234094,relu,19
0.41472533345222473,0.9038491249084473,25.36515235900879,0.02155040018260479,0.023842917251051893,relu,21
0.41472533345222473,0.9038491249084473,25.521764755249023,0.021319914609193802,0.0235879127884738,relu,23
0.41472533345222473,0.9038491249084473,25.658348083496094,0.021204670891165733,0.02346041055718475,relu,25
0.41472533345222473,0.9038491249084473,25.773977279663086,0.020897356793284416,0.023120404607080623,relu,27
0.41472533345222473,0.9038491249084473,25.87477684020996,0.020974185317754745,0.023205406094606657,relu,29
0.41472533345222473,0.9038491249084473,25.962072372436523,0.020897356793284416,0.023120404607080623,relu,31
0.41472533345222473,0.9038491249084473,26.041973114013672,0.02066687121987343,0.02286540014450253,relu,33
0.41472533345222473,0.9038491249084473,26.11365509033203,0.02062845788896084,0.02282289940073951,relu,35
0.41472533345222473,0.9038491249084473,26.179851531982422,0.0205900426954031,0.022780398656976498,relu,37
0.41472533345222473,0.9038491249084473,26.238126754760742,0.0205900426954031,0.022780398656976498,relu,39
0.41472533345222473,0.9038491249084473,26.294029235839844,0.02032114379107952,0.022482893450635387,relu,41
