relu_pre_loss,relu_pre_acc,relu_post_loss,relu_post_acc,trop_pre_loss1,trop_pre_acc1,trop_post_loss1,trop_post_acc1,trop_pre_loss2,trop_pre_acc2,trop_post_loss2,trop_post_acc2,trop_pre_loss3,trop_pre_acc3,trop_post_loss3,trop_post_acc3
1.4417128562927246,0.6600000262260437,2.4215400218963623,0.6347000002861023,1.7876027822494507,0.8263000249862671,3.1602799892425537,0.7124000191688538,4.454423904418945,0.6736999750137329,7.114224433898926,0.534500002861023,3.8853046894073486,0.7038999795913696,6.405490398406982,0.5543000102043152
1.411633849143982,0.5932999849319458,2.0093581676483154,0.5591999888420105,2.8897478580474854,0.7282999753952026,4.976710319519043,0.5767999887466431,8.185267448425293,0.6524999737739563,10.427050590515137,0.5735999941825867,1.8101246356964111,0.8145999908447266,3.3026139736175537,0.6826000213623047
1.5382623672485352,0.5774000287055969,2.151638984680176,0.5422000288963318,3.3473315238952637,0.7415000200271606,5.394144535064697,0.6220999956130981,8.638540267944336,0.5515000224113464,11.835956573486328,0.44859999418258667,5.986063480377197,0.6504999995231628,8.24098014831543,0.5271999835968018
1.4663770198822021,0.5748000144958496,2.0297694206237793,0.5353999733924866,7.113701343536377,0.671500027179718,9.722346305847168,0.5552999973297119,2.8463821411132812,0.7800999879837036,4.57596492767334,0.6779000163078308,7.983974456787109,0.5871000289916992,11.050187110900879,0.4788999855518341
1.6241466999053955,0.5735999941825867,2.578496217727661,0.5478000044822693,5.206714630126953,0.7160999774932861,7.36610221862793,0.6021999716758728,4.251014232635498,0.6819000244140625,6.59660005569458,0.5699999928474426,7.0294189453125,0.6327999830245972,9.814130783081055,0.5151000022888184
1.4577690362930298,0.619700014591217,2.245103597640991,0.579200029373169,2.353910207748413,0.7675999999046326,3.928514003753662,0.6546000242233276,2.531059741973877,0.7583000063896179,4.3665056228637695,0.6305999755859375,2.469827890396118,0.7878999710083008,4.23363733291626,0.6586999893188477
1.356276512145996,0.529699981212616,1.8063119649887085,0.4936000108718872,2.535701274871826,0.7720999717712402,4.309319019317627,0.6438999772071838,6.44605016708374,0.5821999907493591,9.275546073913574,0.47780001163482666,1.8738285303115845,0.8046000003814697,3.404848337173462,0.6693999767303467
1.4475661516189575,0.6269000172615051,2.109200954437256,0.5972999930381775,5.3115034103393555,0.6674000024795532,7.77356481552124,0.5525000095367432,3.4733176231384277,0.732200026512146,5.5353569984436035,0.6103000044822693,5.059523582458496,0.7069000005722046,7.148003101348877,0.5778999924659729
1.3565545082092285,0.5795999765396118,1.8086949586868286,0.5496000051498413,3.77992844581604,0.680899977684021,6.2249369621276855,0.531499981880188,3.684279680252075,0.7667999863624573,5.270214080810547,0.6653000116348267,3.626547336578369,0.6725000143051147,5.6034674644470215,0.5738999843597412
2.4361252784729004,0.6463000178337097,4.289594650268555,0.609499990940094,3.3167881965637207,0.7425000071525574,5.244052410125732,0.6363999843597412,7.924181938171387,0.5178999900817871,11.25196361541748,0.4230000078678131,3.6588995456695557,0.7168999910354614,5.834069728851318,0.5964999794960022
1.4586262702941895,0.5271999835968018,1.8366296291351318,0.5016999840736389,1.8351417779922485,0.8119000196456909,3.3880598545074463,0.684499979019165,5.729752540588379,0.6039000153541565,8.695556640625,0.4632999897003174,5.2383952140808105,0.6305999755859375,7.960859298706055,0.5116999745368958
1.3163546323776245,0.6230000257492065,1.9380171298980713,0.5860999822616577,9.212067604064941,0.5464000105857849,12.676116943359375,0.42820000648498535,3.9398932456970215,0.685699999332428,6.281240940093994,0.5583000183105469,2.763387680053711,0.7504000067710876,4.6252522468566895,0.6229000091552734
1.5153183937072754,0.6496000289916992,2.7860331535339355,0.6062999963760376,9.117773056030273,0.5687000155448914,11.859265327453613,0.453900009393692,3.3067643642425537,0.7580000162124634,5.277356147766113,0.6428999900817871,3.0078136920928955,0.7339000105857849,4.890562534332275,0.613099992275238
