pre_loss,pre_acc,post_loss,post_acc,maintained_correct_pred,model_type,attack
0.03504500910639763,0.9900000095367432,0.04855617508292198,0.9869999885559082,1,trop,0
0.03504500910639763,0.9900000095367432,0.04855617508292198,0.9869999885559082,0.996969696969697,trop,1
0.03504500910639763,0.9900000095367432,0.08525244146585464,0.9782000184059143,0.9880808080808081,trop,3
0.03504500910639763,0.9900000095367432,0.143316850066185,0.963100016117096,0.9728282828282828,trop,5
0.03504500910639763,0.9900000095367432,0.23120133578777313,0.9398000240325928,0.9492929292929293,trop,7
0.03504500910639763,0.9900000095367432,0.35185959935188293,0.9150000214576721,0.9242424242424242,trop,9
0.03504500910639763,0.9900000095367432,0.44948524236679077,0.8960000276565552,0.9050505050505051,trop,11
0.03504500910639763,0.9900000095367432,0.4965986907482147,0.8860999941825867,0.8950505050505051,trop,13
0.03504500910639763,0.9900000095367432,0.5305009484291077,0.8795999884605408,0.8884848484848484,trop,15
0.03504500910639763,0.9900000095367432,0.5565572381019592,0.8748999834060669,0.8837373737373737,trop,17
0.03504500910639763,0.9900000095367432,0.5769028067588806,0.8691999912261963,0.877979797979798,trop,19
0.03504500910639763,0.9900000095367432,0.5918645858764648,0.8658000230789185,0.8745454545454545,trop,21
0.03504500910639763,0.9900000095367432,0.6030635833740234,0.8634999990463257,0.8722222222222222,trop,23
0.03504500910639763,0.9900000095367432,0.6124992966651917,0.8615999817848206,0.8703030303030304,trop,25
0.03504500910639763,0.9900000095367432,0.6193046569824219,0.8592000007629395,0.8678787878787879,trop,27
0.03504500910639763,0.9900000095367432,0.6257390975952148,0.8579999804496765,0.8666666666666667,trop,29
0.03504500910639763,0.9900000095367432,0.6295157074928284,0.8568000197410583,0.8654545454545455,trop,31
0.03504500910639763,0.9900000095367432,0.6337020397186279,0.8557000160217285,0.8643434343434343,trop,33
0.03504500910639763,0.9900000095367432,0.6365668773651123,0.8553000092506409,0.8639393939393939,trop,35
0.03504500910639763,0.9900000095367432,0.6398067474365234,0.8546000123023987,0.8632323232323232,trop,37
0.03504500910639763,0.9900000095367432,0.6415342092514038,0.8539999723434448,0.8626262626262626,trop,39
0.03504500910639763,0.9900000095367432,0.6441367268562317,0.853600025177002,0.8622222222222222,trop,41
0.029388537630438805,0.9929999709129333,0.04313202574849129,0.9896000027656555,1,relu,0
0.029388537630438805,0.9929999709129333,0.04313202574849129,0.9896000027656555,0.996576032225579,relu,1
0.029388537630438805,0.9929999709129333,0.08704030513763428,0.9779999852180481,0.9848942598187311,relu,3
0.029388537630438805,0.9929999709129333,0.1718471646308899,0.9564999938011169,0.9632426988922457,relu,5
0.029388537630438805,0.9929999709129333,0.32615792751312256,0.9190999865531921,0.9255790533736153,relu,7
0.029388537630438805,0.9929999709129333,0.5956617593765259,0.858299970626831,0.8643504531722055,relu,9
0.029388537630438805,0.9929999709129333,0.8359807729721069,0.807200014591217,0.8128902316213494,relu,11
0.029388537630438805,0.9929999709129333,0.913676381111145,0.7928000092506409,0.7983887210473313,relu,13
0.029388537630438805,0.9929999709129333,0.9684835076332092,0.7802000045776367,0.7856998992950655,relu,15
0.029388537630438805,0.9929999709129333,1.007995843887329,0.7724999785423279,0.7779456193353474,relu,17
0.029388537630438805,0.9929999709129333,1.0368638038635254,0.7663999795913696,0.7718026183282981,relu,19
0.029388537630438805,0.9929999709129333,1.0579828023910522,0.7615000009536743,0.7668680765357503,relu,21
0.029388537630438805,0.9929999709129333,1.0740104913711548,0.7580999732017517,0.7634441087613293,relu,23
0.029388537630438805,0.9929999709129333,1.086047649383545,0.755299985408783,0.7606243705941591,relu,25
0.029388537630438805,0.9929999709129333,1.0956230163574219,0.7538999915122986,0.759214501510574,relu,27
0.029388537630438805,0.9929999709129333,1.1031469106674194,0.7520999908447266,0.7574018126888218,relu,29
0.029388537630438805,0.9929999709129333,1.1091489791870117,0.7513999938964844,0.7566968781470292,relu,31
0.029388537630438805,0.9929999709129333,1.1140773296356201,0.7501000165939331,0.7553877139979859,relu,33
0.029388537630438805,0.9929999709129333,1.1181544065475464,0.7495999932289124,0.7548841893252769,relu,35
0.029388537630438805,0.9929999709129333,1.1216466426849365,0.7484999895095825,0.7537764350453172,relu,37
0.029388537630438805,0.9929999709129333,1.1244401931762695,0.7479000091552734,0.7531722054380665,relu,39
0.029388537630438805,0.9929999709129333,1.1269168853759766,0.7472000122070312,0.752467270896274,relu,41
