relu_pre_loss,relu_pre_acc,relu_post_loss,relu_post_acc,trop_pre_loss1,trop_pre_acc1,trop_post_loss1,trop_post_acc1
2.365726947784424,0.6123999953269958,3.9780774116516113,0.5845000147819519,6.125490188598633,0.6075000166893005,8.94631290435791,0.5060999989509583
1.4787137508392334,0.669700026512146,2.7483325004577637,0.6308000087738037,3.497509002685547,0.7175999879837036,5.648387432098389,0.5889000296592712
1.3668802976608276,0.5910000205039978,1.8951783180236816,0.5160999894142151,7.750744342803955,0.5220000147819519,11.277767181396484,0.41260001063346863
1.5267506837844849,0.5877000093460083,2.1559574604034424,0.5547000169754028,2.418272018432617,0.7936000227928162,4.1083598136901855,0.6726999878883362
1.504408359527588,0.6259999871253967,2.5990424156188965,0.5913000106811523,2.9245336055755615,0.7454000115394592,4.670001983642578,0.6244000196456909
1.276403546333313,0.5788000226020813,1.7240577936172485,0.5393999814987183,4.271353244781494,0.6575000286102295,6.439215660095215,0.5349000096321106
1.3901904821395874,0.5795999765396118,1.9742294549942017,0.5480999946594238,4.01750373840332,0.7148000001907349,6.227678298950195,0.5942999720573425
1.5110924243927002,0.6312999725341797,2.5280542373657227,0.5968999862670898,1.9278843402862549,0.8112999796867371,3.5046074390411377,0.6715999841690063
1.8188560009002686,0.6607999801635742,3.1545093059539795,0.640999972820282,2.7580599784851074,0.7299000024795532,4.940381050109863,0.5663999915122986
1.382348895072937,0.642300009727478,2.158583402633667,0.6155999898910522,2.6140310764312744,0.751800000667572,4.6218719482421875,0.6209999918937683
1.4177567958831787,0.6026999950408936,2.3933615684509277,0.5461000204086304,9.441292762756348,0.585099995136261,12.945804595947266,0.47920000553131104
1.3116573095321655,0.6241000294685364,2.0755045413970947,0.6039000153541565,4.796398639678955,0.6891999840736389,7.151957035064697,0.5900999903678894
1.4541800022125244,0.5837000012397766,1.9964725971221924,0.5383999943733215,4.0914998054504395,0.6945000290870667,6.2673258781433105,0.5921000242233276
1.535715937614441,0.6176000237464905,2.4323337078094482,0.5896999835968018,6.228812217712402,0.6654999852180481,8.505792617797852,0.5859000086784363
1.5404152870178223,0.6452000141143799,2.647714376449585,0.5742999911308289,2.2411539554595947,0.7914000153541565,3.8697762489318848,0.6840999722480774
1.2348692417144775,0.6227999925613403,1.7221980094909668,0.5809000134468079,3.095327615737915,0.7484999895095825,5.0570855140686035,0.628600001335144
1.4442387819290161,0.6136999726295471,2.169203758239746,0.5817999839782715,2.2464892864227295,0.7932999730110168,3.9251625537872314,0.673799991607666
1.2649600505828857,0.5985000133514404,1.7812912464141846,0.5633999705314636,3.564425468444824,0.7167999744415283,5.914454936981201,0.5824999809265137
1.2260042428970337,0.6087999939918518,1.794873833656311,0.5442000031471252,4.280730724334717,0.675599992275238,7.037217140197754,0.5210999846458435
1.1418962478637695,0.6363999843597412,1.6812394857406616,0.5688999891281128,3.1203906536102295,0.7542999982833862,5.077518939971924,0.6330999732017517
1.2796509265899658,0.6355000138282776,1.9876009225845337,0.5866000056266785,1.7940021753311157,0.826200008392334,3.2116198539733887,0.7032999992370605
1.6389738321304321,0.6085000038146973,2.857905864715576,0.5809999704360962,4.33371639251709,0.6796000003814697,6.885404586791992,0.5457000136375427
2.1460483074188232,0.5920000076293945,4.42282772064209,0.5562000274658203,4.523501396179199,0.7063000202178955,6.695618629455566,0.6035000085830688
1.5368801355361938,0.6556000113487244,2.4645285606384277,0.6294999718666077,3.8091788291931152,0.7146000266075134,5.912452220916748,0.5906000137329102
1.3488099575042725,0.5669999718666077,1.8791788816452026,0.52920001745224,4.215808868408203,0.6790000200271606,6.361691951751709,0.5706999897956848
1.4793331623077393,0.6248999834060669,2.3747358322143555,0.5956000089645386,2.60268235206604,0.7685999870300293,4.567837238311768,0.6481000185012817
1.6763699054718018,0.6175000071525574,2.842811107635498,0.579800009727478,4.468545436859131,0.670799970626831,6.755346775054932,0.536300003528595
1.261130690574646,0.6258999705314636,1.8012257814407349,0.5961999893188477,3.031829833984375,0.7376000285148621,5.235997200012207,0.5992000102996826
1.4354569911956787,0.583899974822998,2.074281930923462,0.5580000281333923,6.811453342437744,0.7127000093460083,8.855229377746582,0.6047999858856201
1.7263128757476807,0.671999990940094,3.052680730819702,0.6480000019073486,3.6510825157165527,0.7153000235557556,5.630001544952393,0.6049000024795532
1.2321654558181763,0.6442999839782715,1.7319777011871338,0.603600025177002,3.0322721004486084,0.7440000176429749,5.163173675537109,0.6028000116348267
1.3600620031356812,0.6446999907493591,2.07323956489563,0.6159999966621399,2.2581582069396973,0.7807999849319458,3.837265729904175,0.6596999764442444
1.5911483764648438,0.579800009727478,2.549726724624634,0.5550000071525574,5.556580066680908,0.6245999932289124,8.07683277130127,0.5213000178337097
