0,1,2
0.0,0.0,15.16424
0.0,0.0,19.91931
0.0,0.0,14.034281
0.0,0.0,15.23573
0.0,0.0,18.169968
0.0,0.0,19.265987
1.1217843,0.0,15.0523405
0.0,0.0,14.764677
0.0,0.20760037,12.72642
0.0,0.0,15.621396
0.0,0.0,13.243665
0.0,0.0,22.048265
0.0,0.0,19.441336
0.0,0.0,13.9191
0.0,0.0,19.012848
0.0,0.0,16.680801
0.0,0.0,16.435928
0.0,0.0,19.897455
0.0,0.0,14.6817045
0.0,0.0,15.906172
0.0,0.0,15.039143
0.0,0.0,19.643692
0.0,0.0,18.231209
0.0,0.0,15.614549
0.0,0.0,13.149299
0.0,0.0,18.256958
1.5380774,1.1607538,9.449118
0.43045074,0.0,11.68076
0.0,0.0,13.717605
0.0,0.0,18.1834
0.0,0.0,14.729667
0.0,0.0,19.928257
0.0,0.0,18.755623
1.1506186,0.0,10.485812
0.0,0.0,20.251005
0.0,0.0,15.527522
0.0,0.0,15.806833
0.0,0.0,16.263344
0.0,0.0,16.94693
0.0,0.0,18.00681
0.0,0.0,21.243473
0.0,0.0,18.940754
0.0,0.0,15.011117
0.0,0.0,16.948027
0.0,0.0,13.851329
0.0,0.0,20.393202
0.0,0.0,15.145875
0.0,0.0,16.89135
0.0,0.0,13.3259115
0.0,0.0,11.35435
0.0,0.0,12.770937
0.0,0.0,18.170698
0.0,0.0,21.33817
0.0,0.0,12.481013
0.0,0.0,10.78212
0.18741393,0.0,12.056842
0.0,0.0,14.765742
0.0,0.0,13.608548
0.0,0.0,16.618765
0.0,0.0,18.891993
0.0,0.0,13.686659
0.0,0.0,15.007831
0.0,0.0,14.301079
0.0,0.0,15.001927
0.63743526,0.0,12.765023
0.5290684,0.0,11.750819
0.0,0.0,13.708872
0.0,0.0,17.9944
0.0,0.0,16.138361
0.0,0.0,14.037857
0.0,0.0,13.896577
0.0,0.0,10.31784
0.0,0.0,14.946411
0.0,0.0,14.519011
0.0,0.0,14.716935
0.0,0.0,17.570366
0.0,0.0,13.779544
0.0,0.0,15.558173
0.0,0.0,11.891776
0.0,0.0,13.51142
0.0,0.0,13.886813
0.0,0.0,17.279156
0.0,0.0,14.124389
0.0,0.0,15.8486185
0.0,0.0,16.734129
0.0,0.0,14.762392
0.31333524,0.0,9.800077
0.0,0.0,8.181665
0.0,0.0,15.547336
0.0,0.0,13.974075
0.0,0.0,13.740749
0.0,0.0,14.328103
0.0,0.8008745,11.658108
0.0,0.0,11.783618
0.0,0.0,14.754151
0.0,0.0,16.31062
0.0,0.0,12.114989
0.0,0.0,15.680972
0.8731468,0.0,11.665725
0.0,0.0,19.598518
