0,1,2
0.0,1.3728827,4.909337
0.0,1.8759125,5.379149
1.3597565,2.1532948,5.6004705
0.0,1.524498,4.998204
0.0,1.3197764,4.619015
0.0,1.5144125,4.670214
0.0,1.3923041,4.698528
0.0,1.0201128,4.887251
0.0,1.3951577,4.736158
0.0,1.234545,4.690491
0.0,1.3697292,4.606315
0.0,1.097179,4.5873933
0.0,1.2829702,4.5639424
0.0,1.6499836,4.762201
0.0,1.8559945,4.5061975
1.6909986,2.6629534,5.498855
0.0,1.1520344,4.1113853
0.0,0.7147596,5.045169
0.0,1.3882471,4.6781173
0.0,1.4854207,4.6459417
0.0,1.1646584,4.7834477
0.0,7.269333,9.210067
0.0,1.2896097,4.6580763
0.0,1.2758341,4.5934606
0.0,1.3328986,4.6572247
0.0,1.334442,4.661556
0.0,1.2677764,4.7329745
0.0,1.2365036,4.5453534
0.0,1.2619759,4.9953523
0.0,1.4058578,4.7832046
0.0,1.3012973,4.8589473
0.0,1.186014,4.4924645
0.3727427,2.1837418,5.992456
0.0,1.252091,4.7859607
0.0,3.9735062,3.1285365
0.0,1.1590766,4.7891
0.0,1.1562986,4.4702435
0.0,1.5931909,6.6391034
0.0,1.4064509,4.8385878
0.0,1.3521776,4.5240927
0.0,1.9904052,5.637797
0.0,1.412392,4.6103597
0.0,1.1236585,4.682404
0.0,1.2783622,4.838824
0.0,1.1779476,4.8741126
0.0,1.8591255,4.4531307
0.0,1.9869486,4.6644597
0.0,1.4551798,4.6919775
0.0,0.80138785,4.690244
0.25130856,2.160512,6.094425
1.2476859,1.5339273,5.190273
1.569099,2.357758,5.715721
0.0,1.2032735,4.6869597
0.0,1.7190055,5.0978913
1.712559,3.204589,6.3056045
0.0,1.2409793,4.487495
0.0,1.2480011,4.542584
0.0,0.95368063,4.969421
0.0,1.2610431,4.5560308
0.0,1.2162373,4.6615543
0.0,1.502586,4.8124504
0.0,1.3197914,4.535083
0.0,1.1624087,4.2952514
1.0257281,2.6090453,5.736584
0.0,1.2628362,4.6666064
0.0,1.3554963,4.560731
0.0,1.2364272,4.754107
0.0,1.0686435,4.995991
0.0,1.4304419,4.690231
0.0,1.1999995,4.895175
0.0,1.3288403,5.6729126
0.0,1.286279,4.3911595
0.0,1.2930473,4.7622128
0.0,1.2345191,4.6471887
0.0,1.1753901,4.767519
0.0,1.2418967,4.638126
0.0,1.3011322,4.6650248
0.0,1.2418061,4.8468547
0.0,0.88413095,4.905166
0.5534768,1.9331287,5.534349
0.0,1.4111214,4.935235
0.0,1.2892027,4.6720405
0.0,1.2932161,4.5011544
0.0,1.2799014,4.5919685
0.0,1.1658784,4.522817
0.0,1.3721371,4.8048663
0.0,1.295988,4.5974336
0.0,1.2438989,4.6542826
0.0,1.2153916,4.5213685
0.0,1.244787,4.8702517
0.0,1.3544751,4.7533164
0.0,1.251413,4.618626
0.0,1.3960378,4.5016065
0.0,1.2481855,4.8329477
0.0,1.3388151,4.9289713
1.6329541,1.9342846,6.230844
0.0,1.227039,4.6815996
0.70321727,1.7113198,5.781726
0.0,1.3533354,4.4879527
0.0,1.2894293,4.933259
